extracted_stop_id,stop_time,stop_end_time,source_detection_count,source_first_video_name,source_last_video_name,Time,Period,Type,Operator,Time type,Time.1,Group,Reason 1,Reason 2,Reason 3,Reason 4,Product,Batch,Bulk,Order,harford_original_time,harford_time,harford_stop_id,harford_duration_minutes,matched_harford_stop,time_difference_seconds,absolute_time_difference_seconds
60,2026-06-19 05:04:51.062222222,2026-06-19 05:04:55.895555556,1,cortexvpu-01a-005-41884872_2026-06-19_04-04-49_264511.ts,cortexvpu-01a-005-41884872_2026-06-19_04-04-49_264511.ts,2026-06-19 05:04:44.454000,05:04:44 - 05:04:53,DB,Jean Cairns,Machine,0:00:09,,Shrinkwrapper,Infeed > Container,Fallen,TP13,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 05:04:44.454,2026-06-19 05:04:44.454,106.0,0.15,True,-6.608222222,6.608222222
61,2026-06-19 05:06:02.123333333,2026-06-19 05:06:09.631111111,1,cortexvpu-01a-005-41884872_2026-06-19_04-05-57_935676.ts,cortexvpu-01a-005-41884872_2026-06-19_04-05-57_935676.ts,2026-06-19 05:04:44.454000,05:04:44 - 05:04:53,DB,Jean Cairns,Machine,0:00:09,,Shrinkwrapper,Infeed > Container,Fallen,TP13,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 05:04:44.454,2026-06-19 05:04:44.454,106.0,0.15,True,-77.669333333,77.669333333
62,2026-06-19 05:08:11.188888889,2026-06-19 05:08:20.501111110,2,cortexvpu-01a-005-41884872_2026-06-19_04-07-09_050920.ts,cortexvpu-01a-005-41884872_2026-06-19_04-08-19_878715.ts,,,,,,,,,,,,,,,,,,,,False,,
63,2026-06-19 05:11:17.251111111,2026-06-19 05:11:21.633333333,1,cortexvpu-01a-005-41884872_2026-06-19_04-10-42_180428.ts,cortexvpu-01a-005-41884872_2026-06-19_04-10-42_180428.ts,,,,,,,,,,,,,,,,,,,,False,,
64,2026-06-19 05:14:33.624444444,2026-06-19 05:14:49.864444444,1,cortexvpu-01a-005-41884872_2026-06-19_04-14-15_009330.ts,cortexvpu-01a-005-41884872_2026-06-19_04-14-15_009330.ts,2026-06-19 05:15:14.711000,05:15:14 - 05:15:42,DB,Jean Cairns,Machine,0:00:28,,Shrinkwrapper,Infeed > Container,Fallen,TP13,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 05:15:14.711,2026-06-19 05:15:14.711,107.0,0.4666666666666667,True,41.086555556,41.086555556
65,2026-06-19 05:30:04.527777778,2026-06-19 05:30:12.937777778,1,cortexvpu-01a-005-41884872_2026-06-19_04-29-17_198079.ts,cortexvpu-01a-005-41884872_2026-06-19_04-29-17_198079.ts,2026-06-19 05:30:25.440000,05:30:25 - 05:30:48,DB,Jean Cairns,Machine,0:00:23,,Shrinkwrapper,Infeed > Container,Fallen,TP13,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 05:30:25.440,2026-06-19 05:30:25.440,108.0,0.38333333333333336,True,20.912222222,20.912222222
66,2026-06-19 05:37:42.055555556,2026-06-19 05:37:48.822222222,1,cortexvpu-01a-005-41884872_2026-06-19_04-37-34_180410.ts,cortexvpu-01a-005-41884872_2026-06-19_04-37-34_180410.ts,,,,,,,,,,,,,,,,,,,,False,,
67,2026-06-19 05:43:57.516666666,2026-06-19 05:44:02.962222222,1,cortexvpu-01a-005-41884872_2026-06-19_04-43-29_313721.ts,cortexvpu-01a-005-41884872_2026-06-19_04-43-29_313721.ts,,,,,,,,,,,,,,,,,,,,False,,
68,2026-06-19 05:52:53.062222222,2026-06-19 05:53:08.722222222,1,cortexvpu-01a-005-41884872_2026-06-19_04-52-51_392940.ts,cortexvpu-01a-005-41884872_2026-06-19_04-52-51_392940.ts,2026-06-19 05:53:15.809000,05:53:15 - 05:53:27,DB,Jean Cairns,Machine,0:00:12,,Shrinkwrapper,Infeed > Container,Fallen,TP13,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 05:53:15.809,2026-06-19 05:53:15.809,109.0,0.2,True,22.746777778,22.746777778
69,2026-06-19 05:54:04.062222222,2026-06-19 05:54:05.512222222,1,cortexvpu-01a-005-41884872_2026-06-19_04-54-02_279615.ts,cortexvpu-01a-005-41884872_2026-06-19_04-54-02_279615.ts,2026-06-19 05:53:54.107000,05:53:54 - 05:54:03,DB,Jean Cairns,Machine,0:00:10,,Shrinkwrapper,Infeed > Container,Fallen,TP13,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 05:53:54.107,2026-06-19 05:53:54.107,110.0,0.16666666666666666,True,-9.955222222,9.955222222
70,2026-06-19 05:56:42.141111111,2026-06-19 05:56:55.964444444,1,cortexvpu-01a-005-41884872_2026-06-19_04-56-24_384143.ts,cortexvpu-01a-005-41884872_2026-06-19_04-56-24_384143.ts,,,,,,,,,,,,,,,,,,,,False,,
71,2026-06-19 05:57:37.610000000,2026-06-19 05:57:40.896666667,1,cortexvpu-01a-005-41884872_2026-06-19_04-57-35_231550.ts,cortexvpu-01a-005-41884872_2026-06-19_04-57-35_231550.ts,,,,,,,,,,,,,,,,,,,,False,,
72,2026-06-19 06:06:35.997777778,2026-06-19 06:06:42.571111111,1,cortexvpu-01a-005-41884872_2026-06-19_05-05-36_382241.ts,cortexvpu-01a-005-41884872_2026-06-19_05-05-36_382241.ts,2026-06-19 06:07:06.916000,06:07:06 - 06:07:15,DB,Jean Cairns,Machine,0:00:09,,Shrinkwrapper,Infeed > Container,Fallen,TP13,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 06:07:06.916,2026-06-19 06:07:06.916,112.0,0.15,True,30.918222222,30.918222222
73,2026-06-19 06:06:49.062222222,2026-06-19 06:06:56.183333333,1,cortexvpu-01a-005-41884872_2026-06-19_05-06-47_285429.ts,cortexvpu-01a-005-41884872_2026-06-19_05-06-47_285429.ts,2026-06-19 06:07:06.916000,06:07:06 - 06:07:15,DB,Jean Cairns,Machine,0:00:09,,Shrinkwrapper,Infeed > Container,Fallen,TP13,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 06:07:06.916,2026-06-19 06:07:06.916,112.0,0.15,True,17.853777778,17.853777778
74,2026-06-19 06:15:58.665555556,2026-06-19 06:16:01.758888889,1,cortexvpu-01a-005-41884872_2026-06-19_05-14-50_651611.ts,cortexvpu-01a-005-41884872_2026-06-19_05-14-50_651611.ts,,,,,,,,,,,,,,,,,,,,False,,
75,2026-06-19 06:16:02.061111111,2026-06-19 06:16:11.115555556,1,cortexvpu-01a-005-41884872_2026-06-19_05-15-59_505174.ts,cortexvpu-01a-005-41884872_2026-06-19_05-15-59_505174.ts,,,,,,,,,,,,,,,,,,,,False,,
76,2026-06-19 06:17:46.411111111,2026-06-19 06:17:51.953333333,1,cortexvpu-01a-005-41884872_2026-06-19_05-17-10_371736.ts,cortexvpu-01a-005-41884872_2026-06-19_05-17-10_371736.ts,,,,,,,,,,,,,,,,,,,,False,,
77,2026-06-19 06:22:12.527777778,2026-06-19 06:22:20.486666667,1,cortexvpu-01a-005-41884872_2026-06-19_05-21-54_544660.ts,cortexvpu-01a-005-41884872_2026-06-19_05-21-54_544660.ts,2026-06-19 06:22:51.420000,06:22:51 - 06:23:08,DB,Jean Cairns,Machine,0:00:17,,Shrinkwrapper,Infeed > Container,Fallen,TP13,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 06:22:51.420,2026-06-19 06:22:51.420,114.0,0.2833333333333333,True,38.892222222,38.892222222
78,2026-06-19 06:24:30.822222222,2026-06-19 06:24:41.938888889,1,cortexvpu-01a-005-41884872_2026-06-19_05-24-16_532165.ts,cortexvpu-01a-005-41884872_2026-06-19_05-24-16_532165.ts,2026-06-19 06:22:51.420000,06:22:51 - 06:23:08,DB,Jean Cairns,Machine,0:00:17,,Shrinkwrapper,Infeed > Container,Fallen,TP13,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 06:22:51.420,2026-06-19 06:22:51.420,114.0,0.2833333333333333,True,-99.402222222,99.402222222
79,2026-06-19 06:28:42.295555556,2026-06-19 06:28:52.155555556,1,cortexvpu-01a-005-41884872_2026-06-19_05-27-49_556459.ts,cortexvpu-01a-005-41884872_2026-06-19_05-27-49_556459.ts,,,,,,,,,,,,,,,,,,,,False,,
80,2026-06-19 06:29:04.060000000,2026-06-19 06:29:05.993333333,1,cortexvpu-01a-005-41884872_2026-06-19_05-29-00_883909.ts,cortexvpu-01a-005-41884872_2026-06-19_05-29-00_883909.ts,,,,,,,,,,,,,,,,,,,,False,,
81,2026-06-19 06:31:09.557777778,2026-06-19 06:31:17.903333333,1,cortexvpu-01a-005-41884872_2026-06-19_05-30-20_025811.ts,cortexvpu-01a-005-41884872_2026-06-19_05-30-20_025811.ts,,,,,,,,,,,,,,,,,,,,False,,
82,2026-06-19 06:31:29.288888889,2026-06-19 06:31:30.932222222,1,cortexvpu-01a-005-41884872_2026-06-19_05-31-28_413875.ts,cortexvpu-01a-005-41884872_2026-06-19_05-31-28_413875.ts,,,,,,,,,,,,,,,,,,,,False,,
83,2026-06-19 06:31:31.288888889,2026-06-19 06:31:34.865555556,1,cortexvpu-01a-005-41884872_2026-06-19_05-31-30_748389.ts,cortexvpu-01a-005-41884872_2026-06-19_05-31-30_748389.ts,,,,,,,,,,,,,,,,,,,,False,,
84,2026-06-19 06:39:52.388888889,2026-06-19 06:39:57.576666667,1,cortexvpu-01a-005-41884872_2026-06-19_05-38-56_582628.ts,cortexvpu-01a-005-41884872_2026-06-19_05-38-56_582628.ts,,,,,,,,,,,,,,,,,,,,False,,
85,2026-06-19 06:40:09.062222222,2026-06-19 06:40:10.383333333,1,cortexvpu-01a-005-41884872_2026-06-19_05-40-07_614492.ts,cortexvpu-01a-005-41884872_2026-06-19_05-40-07_614492.ts,,,,,,,,,,,,,,,,,,,,False,,
86,2026-06-19 07:26:42.051111111,2026-06-19 07:27:05.380000000,1,cortexvpu-01a-005-41884872_2026-06-19_06-26-30_058067.ts,cortexvpu-01a-005-41884872_2026-06-19_06-26-30_058067.ts,,,,,,,,,,,,,,,,,,,,False,,
87,2026-06-19 07:27:19.032222222,2026-06-19 07:27:20.031111111,1,cortexvpu-01a-005-41884872_2026-06-19_06-27-19_064511.ts,cortexvpu-01a-005-41884872_2026-06-19_06-27-19_064511.ts,,,,,,,,,,,,,,,,,,,,False,,
88,2026-06-19 07:45:10.194444444,2026-06-19 07:45:19.120000000,1,cortexvpu-01a-005-41884872_2026-06-19_06-44-13_891712.ts,cortexvpu-01a-005-41884872_2026-06-19_06-44-13_891712.ts,,,,,,,,,,,,,,,,,,,,False,,
89,2026-06-19 07:45:24.032222222,2026-06-19 07:45:25.031111111,1,cortexvpu-01a-005-41884872_2026-06-19_06-45-24_976221.ts,cortexvpu-01a-005-41884872_2026-06-19_06-45-24_976221.ts,,,,,,,,,,,,,,,,,,,,False,,
90,2026-06-19 08:06:22.560000000,2026-06-19 08:06:43.407777778,1,cortexvpu-01a-005-41884872_2026-06-19_07-05-35_283867.ts,cortexvpu-01a-005-41884872_2026-06-19_07-05-35_283867.ts,,,,,,,,,,,,,,,,,,,,False,,
91,2026-06-19 08:08:08.050000000,2026-06-19 08:08:18.908888889,1,cortexvpu-01a-005-41884872_2026-06-19_07-07-55_096132.ts,cortexvpu-01a-005-41884872_2026-06-19_07-07-55_096132.ts,,,,,,,,,,,,,,,,,,,,False,,
92,2026-06-19 08:43:40.276666667,2026-06-19 08:43:41.372222222,1,cortexvpu-01a-005-41884872_2026-06-19_07-43-28_490322.ts,cortexvpu-01a-005-41884872_2026-06-19_07-43-28_490322.ts,,,,,,,,,,,,,,,,,,,,False,,
93,2026-06-19 08:44:00.094444444,2026-06-19 08:44:03.320000000,2,cortexvpu-01a-005-41884872_2026-06-19_07-43-58_496778.ts,cortexvpu-01a-005-41884872_2026-06-19_07-44-01_316667.ts,,,,,,,,,,,,,,,,,,,,False,,
94,2026-06-19 08:44:10.417777778,2026-06-19 08:44:15.734444444,1,cortexvpu-01a-005-41884872_2026-06-19_07-44-09_316667.ts,cortexvpu-01a-005-41884872_2026-06-19_07-44-09_316667.ts,,,,,,,,,,,,,,,,,,,,False,,
95,2026-06-19 08:44:19.735555556,2026-06-19 08:44:20.992222222,1,cortexvpu-01a-005-41884872_2026-06-19_07-44-14_496778.ts,cortexvpu-01a-005-41884872_2026-06-19_07-44-14_496778.ts,,,,,,,,,,,,,,,,,,,,False,,
96,2026-06-19 08:45:24.256666667,2026-06-19 08:45:25.352222222,1,cortexvpu-01a-005-41884872_2026-06-19_07-45-23_207232.ts,cortexvpu-01a-005-41884872_2026-06-19_07-45-23_207232.ts,,,,,,,,,,,,,,,,,,,,False,,
97,2026-06-19 08:46:03.417777778,2026-06-19 08:46:04.964444444,1,cortexvpu-01a-005-41884872_2026-06-19_07-46-02_503222.ts,cortexvpu-01a-005-41884872_2026-06-19_07-46-02_503222.ts,,,,,,,,,,,,,,,,,,,,False,,
98,2026-06-19 08:46:20.255555556,2026-06-19 08:46:23.832222222,1,cortexvpu-01a-005-41884872_2026-06-19_07-46-18_509678.ts,cortexvpu-01a-005-41884872_2026-06-19_07-46-18_509678.ts,,,,,,,,,,,,,,,,,,,,False,,
99,2026-06-19 08:46:55.688888889,2026-06-19 08:46:57.171111111,1,cortexvpu-01a-005-41884872_2026-06-19_07-46-37_333333.ts,cortexvpu-01a-005-41884872_2026-06-19_07-46-37_333333.ts,,,,,,,,,,,,,,,,,,,,False,,
100,2026-06-19 09:06:47.052222222,2026-06-19 09:06:50.242222222,1,cortexvpu-01a-005-41884872_2026-06-19_08-06-36_619355.ts,cortexvpu-01a-005-41884872_2026-06-19_08-06-36_619355.ts,,,,,,,,,,,,,,,,,,,,False,,
101,2026-06-19 09:07:06.385555556,2026-06-19 09:07:07.996666667,1,cortexvpu-01a-005-41884872_2026-06-19_08-07-05_625811.ts,cortexvpu-01a-005-41884872_2026-06-19_08-07-05_625811.ts,,,,,,,,,,,,,,,,,,,,False,,
102,2026-06-19 09:15:11.335555556,2026-06-19 09:15:28.091111111,1,cortexvpu-01a-005-41884872_2026-06-19_08-14-25_670967.ts,cortexvpu-01a-005-41884872_2026-06-19_08-14-25_670967.ts,,,,,,,,,,,,,,,,,,,,False,,
103,2026-06-19 09:23:47.144444444,2026-06-19 09:24:05.221111111,1,cortexvpu-01a-005-41884872_2026-06-19_08-23-03_524141.ts,cortexvpu-01a-005-41884872_2026-06-19_08-23-03_524141.ts,2026-06-19 09:24:27.415000,09:24:27 - 09:25:19,DB,Sarah Williams,Machine,0:00:52,,Shrinkwrapper,Infeed > Container,Fallen,TP4,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 09:24:27.415,2026-06-19 09:24:27.415,115.0,0.8666666666666667,True,40.270555556,40.270555556
104,2026-06-19 09:24:16.062222222,2026-06-19 09:24:19.993333333,1,cortexvpu-01a-005-41884872_2026-06-19_08-24-14_476679.ts,cortexvpu-01a-005-41884872_2026-06-19_08-24-14_476679.ts,2026-06-19 09:24:27.415000,09:24:27 - 09:25:19,DB,Sarah Williams,Machine,0:00:52,,Shrinkwrapper,Infeed > Container,Fallen,TP4,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 09:24:27.415,2026-06-19 09:24:27.415,115.0,0.8666666666666667,True,11.352777778,11.352777778
105,2026-06-19 09:44:11.157777778,2026-06-19 09:44:16.281111110,1,cortexvpu-01a-005-41884872_2026-06-19_08-43-10_715128.ts,cortexvpu-01a-005-41884872_2026-06-19_08-43-10_715128.ts,,,,,,,,,,,,,,,,,,,,False,,
106,2026-06-19 09:58:55.500000000,2026-06-19 09:59:06.916666667,1,cortexvpu-01a-005-41884872_2026-06-19_08-58-28_840269.ts,cortexvpu-01a-005-41884872_2026-06-19_08-58-28_840269.ts,2026-06-19 09:59:37.178000,09:59:37 - 10:00:06,DB,Dagmara Smialek,Machine,0:00:29,,Shrinkwrapper,Infeed > Container,Fallen,TP12,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 09:59:37.178,2026-06-19 09:59:37.178,116.0,0.48333333333333334,True,41.678,41.678
107,2026-06-19 10:01:08.166666667,2026-06-19 10:01:16.000000000,1,cortexvpu-01a-005-41884872_2026-06-19_09-00-52_902596.ts,cortexvpu-01a-005-41884872_2026-06-19_09-00-52_902596.ts,2026-06-19 09:59:37.178000,09:59:37 - 10:00:06,DB,Dagmara Smialek,Machine,0:00:29,,Shrinkwrapper,Infeed > Container,Fallen,TP12,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 09:59:37.178,2026-06-19 09:59:37.178,116.0,0.48333333333333334,True,-90.988666667,90.988666667
108,2026-06-19 10:19:04.000000000,2026-06-19 10:19:09.750000000,1,cortexvpu-01a-005-41884872_2026-06-19_09-18-59_591494.ts,cortexvpu-01a-005-41884872_2026-06-19_09-18-59_591494.ts,,,,,,,,,,,,,,,,,,,,False,,
109,2026-06-19 10:29:19.583333333,2026-06-19 10:29:31.416666667,1,cortexvpu-01a-005-41884872_2026-06-19_09-29-14_563219.ts,cortexvpu-01a-005-41884872_2026-06-19_09-29-14_563219.ts,,,,,,,,,,,,,,,,,,,,False,,
110,2026-06-19 10:46:31.500000000,2026-06-19 10:46:36.333333333,2,cortexvpu-01a-005-41884872_2026-06-19_09-45-54_679689.ts,cortexvpu-01a-005-41884872_2026-06-19_09-46-35_577051.ts,2026-06-19 10:47:58.705000,10:47:58 - 10:48:34,DB,Dagmara Smialek,Machine,0:00:36,,Shrinkwrapper,Auto Splicer > Container,Fallen,TP12,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 10:47:58.705,2026-06-19 10:47:58.705,117.0,0.6,True,87.205,87.205
111,2026-06-19 10:46:48.166666667,2026-06-19 10:46:52.333333333,1,cortexvpu-01a-005-41884872_2026-06-19_09-46-48_900000.ts,cortexvpu-01a-005-41884872_2026-06-19_09-46-48_900000.ts,2026-06-19 10:47:58.705000,10:47:58 - 10:48:34,DB,Dagmara Smialek,Machine,0:00:36,,Shrinkwrapper,Auto Splicer > Container,Fallen,TP12,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 10:47:58.705,2026-06-19 10:47:58.705,117.0,0.6,True,70.538333333,70.538333333
112,2026-06-19 10:47:27.166666667,2026-06-19 10:47:34.416666667,1,cortexvpu-01a-005-41884872_2026-06-19_09-47-27_645206.ts,cortexvpu-01a-005-41884872_2026-06-19_09-47-27_645206.ts,2026-06-19 10:47:58.705000,10:47:58 - 10:48:34,DB,Dagmara Smialek,Machine,0:00:36,,Shrinkwrapper,Auto Splicer > Container,Fallen,TP12,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 10:47:58.705,2026-06-19 10:47:58.705,117.0,0.6,True,31.538333333,31.538333333
113,2026-06-19 10:59:33.250000000,2026-06-19 10:59:46.250000000,1,cortexvpu-01a-005-41884872_2026-06-19_09-59-14_567153.ts,cortexvpu-01a-005-41884872_2026-06-19_09-59-14_567153.ts,2026-06-19 11:00:26.633000,11:00:26 - 11:00:48,DB,Dagmara Smialek,Machine,0:00:22,,Shrinkwrapper,Auto Splicer > Container,Fallen,TP12,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 11:00:26.633,2026-06-19 11:00:26.633,118.0,0.36666666666666664,True,53.383,53.383
114,2026-06-19 11:28:38.916666667,2026-06-19 11:28:42.916666667,1,cortexvpu-01a-005-41884872_2026-06-19_10-26-59_681586.ts,cortexvpu-01a-005-41884872_2026-06-19_10-26-59_681586.ts,2026-06-19 11:29:28.470000,11:29:28 - 11:29:59,DB,Dagmara Smialek,Machine,0:00:31,,Shrinkwrapper,Infeed > Container,Fallen,TP12,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 11:29:28.470,2026-06-19 11:29:28.470,119.0,0.5166666666666667,True,49.553333333,49.553333333
115,2026-06-19 11:28:56.916666667,2026-06-19 11:28:59.833333333,1,cortexvpu-01a-005-41884872_2026-06-19_10-28-55_633641.ts,cortexvpu-01a-005-41884872_2026-06-19_10-28-55_633641.ts,2026-06-19 11:29:28.470000,11:29:28 - 11:29:59,DB,Dagmara Smialek,Machine,0:00:31,,Shrinkwrapper,Infeed > Container,Fallen,TP12,788367 JW BLACK 12YO  0.05L 40% 16x12 Travel Retail,L6168CL003,,12585637,2026-06-19 11:29:28.470,2026-06-19 11:29:28.470,119.0,0.5166666666666667,True,31.553333333,31.553333333
116,2026-06-19 11:39:34.916666667,2026-06-19 11:39:39.666666667,1,cortexvpu-01a-005-41884872_2026-06-19_10-38-35_581824.ts,cortexvpu-01a-005-41884872_2026-06-19_10-38-35_581824.ts,,,,,,,,,,,,,,,,,,,,False,,
117,2026-06-19 11:48:11.250000000,2026-06-19 11:48:16.500000000,1,cortexvpu-01a-005-41884872_2026-06-19_10-46-59_672629.ts,cortexvpu-01a-005-41884872_2026-06-19_10-46-59_672629.ts,,,,,,,,,,,,,,,,,,,,False,,
118,2026-06-19 12:00:22.666666667,2026-06-19 12:00:24.833333333,1,cortexvpu-01a-005-41884872_2026-06-19_10-59-43_033333.ts,cortexvpu-01a-005-41884872_2026-06-19_10-59-43_033333.ts,,,,,,,,,,,,,,,,,,,,False,,
119,2026-06-19 12:03:11.750000000,2026-06-19 12:03:47.166666667,1,cortexvpu-01a-005-41884872_2026-06-19_11-02-58_900000.ts,cortexvpu-01a-005-41884872_2026-06-19_11-02-58_900000.ts,,,,,,,,,,,,,,,,,,,,False,,
120,2026-06-19 12:04:20.166666667,2026-06-19 12:04:32.916666667,1,cortexvpu-01a-005-41884872_2026-06-19_11-04-03_900000.ts,cortexvpu-01a-005-41884872_2026-06-19_11-04-03_900000.ts,,,,,,,,,,,,,,,,,,,,False,,
121,2026-06-19 12:05:24.250000000,2026-06-19 12:05:26.666666667,1,cortexvpu-01a-005-41884872_2026-06-19_11-05-24_900000.ts,cortexvpu-01a-005-41884872_2026-06-19_11-05-24_900000.ts,,,,,,,,,,,,,,,,,,,,False,,
122,2026-06-19 12:05:40.166666667,2026-06-19 12:05:41.833333333,1,cortexvpu-01a-005-41884872_2026-06-19_11-05-39_050000.ts,cortexvpu-01a-005-41884872_2026-06-19_11-05-39_050000.ts,,,,,,,,,,,,,,,,,,,,False,,
123,2026-06-19 12:06:12.166666667,2026-06-19 12:06:14.333333333,1,cortexvpu-01a-005-41884872_2026-06-19_11-06-12_900000.ts,cortexvpu-01a-005-41884872_2026-06-19_11-06-12_900000.ts,,,,,,,,,,,,,,,,,,,,False,,
124,2026-06-19 12:07:13.166666667,2026-06-19 12:07:15.583333333,1,cortexvpu-01a-005-41884872_2026-06-19_11-07-13_900000.ts,cortexvpu-01a-005-41884872_2026-06-19_11-07-13_900000.ts,,,,,,,,,,,,,,,,,,,,False,,
125,2026-06-19 12:21:14.666666667,2026-06-19 12:21:18.333333333,1,cortexvpu-01a-005-41884872_2026-06-19_11-20-06_066667.ts,cortexvpu-01a-005-41884872_2026-06-19_11-20-06_066667.ts,2026-06-19 12:22:03.263000,12:22:03 - 12:23:00,DB,Dagmara Smialek,Machine,0:00:57,,Shrinkwrapper,Infeed > Container,Fallen,TP12,770116 JW BLACK 0.05L 40% 10x12 US,L6170CL001,,12578718,2026-06-19 12:22:03.263,2026-06-19 12:22:03.263,120.0,0.95,True,48.596333333,48.596333333
126,2026-06-19 12:22:23.750000000,2026-06-19 12:22:25.833333333,1,cortexvpu-01a-005-41884872_2026-06-19_11-21-59_669440.ts,cortexvpu-01a-005-41884872_2026-06-19_11-21-59_669440.ts,2026-06-19 12:22:03.263000,12:22:03 - 12:23:00,DB,Dagmara Smialek,Machine,0:00:57,,Shrinkwrapper,Infeed > Container,Fallen,TP12,770116 JW BLACK 0.05L 40% 10x12 US,L6170CL001,,12578718,2026-06-19 12:22:03.263,2026-06-19 12:22:03.263,120.0,0.95,True,-20.487,20.487
127,2026-06-19 12:31:56.666666667,2026-06-19 12:32:04.416666667,2,cortexvpu-01a-005-41884872_2026-06-19_11-30-07_756523.ts,cortexvpu-01a-005-41884872_2026-06-19_11-32-03_669570.ts,,,,,,,,,,,,,,,,,,,,False,,
128,2026-06-19 12:36:10.250000000,2026-06-19 12:36:19.666666667,1,cortexvpu-01a-005-41884872_2026-06-19_11-35-55_672958.ts,cortexvpu-01a-005-41884872_2026-06-19_11-35-55_672958.ts,,,,,,,,,,,,,,,,,,,,False,,
129,2026-06-19 12:42:43.916666667,2026-06-19 12:43:03.000000000,1,cortexvpu-01a-005-41884872_2026-06-19_11-41-43_735809.ts,cortexvpu-01a-005-41884872_2026-06-19_11-41-43_735809.ts,,,,,,,,,,,,,,,,,,,,False,,
130,2026-06-19 12:43:45.166666667,2026-06-19 12:43:47.500000000,1,cortexvpu-01a-005-41884872_2026-06-19_11-43-45_100000.ts,cortexvpu-01a-005-41884872_2026-06-19_11-43-45_100000.ts,,,,,,,,,,,,,,,,,,,,False,,
131,2026-06-19 12:43:53.250000000,2026-06-19 12:44:04.333333333,3,cortexvpu-01a-005-41884872_2026-06-19_11-43-49_100000.ts,cortexvpu-01a-005-41884872_2026-06-19_11-44-00_100000.ts,,,,,,,,,,,,,,,,,,,,False,,
132,2026-06-19 12:46:02.750000000,2026-06-19 12:46:03.916666667,1,cortexvpu-01a-005-41884872_2026-06-19_11-45-53_685450.ts,cortexvpu-01a-005-41884872_2026-06-19_11-45-53_685450.ts,,,,,,,,,,,,,,,,,,,,False,,
133,2026-06-19 12:46:38.166666667,2026-06-19 12:46:42.250000000,1,cortexvpu-01a-005-41884872_2026-06-19_11-46-38_100000.ts,cortexvpu-01a-005-41884872_2026-06-19_11-46-38_100000.ts,,,,,,,,,,,,,,,,,,,,False,,
134,2026-06-19 12:51:42.000000000,2026-06-19 12:51:52.416666667,1,cortexvpu-01a-005-41884872_2026-06-19_11-50-27_708894.ts,cortexvpu-01a-005-41884872_2026-06-19_11-50-27_708894.ts,,,,,,,,,,,,,,,,,,,,False,,
135,2026-06-19 12:54:38.750000000,2026-06-19 12:54:55.500000000,1,cortexvpu-01a-005-41884872_2026-06-19_11-54-19_746414.ts,cortexvpu-01a-005-41884872_2026-06-19_11-54-19_746414.ts,,,,,,,,,,,,,,,,,,,,False,,
136,2026-06-19 13:00:49.166666667,2026-06-19 13:01:00.333333333,1,cortexvpu-01a-005-41884872_2026-06-19_11-59-57_720287.ts,cortexvpu-01a-005-41884872_2026-06-19_11-59-57_720287.ts,2026-06-19 13:01:30.552000,13:01:30 - 13:02:16,DB,Stuart McCandless,Unplanned operational,0:00:46,,Material Performance,Incompatable,Shrinkwrap,Shrinkwrapper,770116 JW BLACK 0.05L 40% 10x12 US,L6170CL001,,12578718,2026-06-19 13:01:30.552,2026-06-19 13:01:30.552,121.0,0.7666666666666667,True,41.385333333,41.385333333
137,2026-06-19 13:07:58.416666667,2026-06-19 13:08:05.250000000,1,cortexvpu-01a-005-41884872_2026-06-19_12-07-18_776642.ts,cortexvpu-01a-005-41884872_2026-06-19_12-07-18_776642.ts,,,,,,,,,,,,,,,,,,,,False,,
